Age,Education2003Revision,Race,MaritalStatus,Sex,Cases,Cases2
18-19,7,2,M,F,0,7918
20-24,7,2,M,F,0,19861
25-29,7,2,M,F,0,17505
30-34,7,2,M,F,0,17020
35-44,7,2,M,F,1,32686
45-54,7,2,M,F,0,34310
55-64,7,2,M,F,0,27455
65-74,7,2,M,F,0,15032
75-84,7,2,M,F,0,8109
85-102,7,2,M,F,0,3550
15-17,7,3,M,F,0,970
18-19,7,3,M,F,0,680
20-24,7,3,M,F,0,1664
25-29,7,3,M,F,0,1469
30-34,7,3,M,F,0,1399
35-44,7,3,M,F,0,2698
45-54,7,3,M,F,0,2809
55-64,7,3,M,F,0,2223
65-74,7,3,M,F,0,1141
75-84,7,3,M,F,0,512
85-102,7,3,M,F,0,177
15-17,7,4,M,F,0,7201
18-19,7,4,M,F,0,5441
20-24,7,4,M,F,0,15368
25-29,7,4,M,F,0,18016
30-34,7,4,M,F,2,18935
35-44,7,4,M,F,0,36938
45-54,7,4,M,F,0,30853
55-64,7,4,M,F,0,25055
65-74,7,4,M,F,0,14167
75-84,7,4,M,F,0,7360
85-102,7,4,M,F,0,2943
15-17,7,6,M,F,0,241
18-19,7,6,M,F,0,184
20-24,7,6,M,F,0,469
25-29,7,6,M,F,0,488
30-34,7,6,M,F,0,439
35-44,7,6,M,F,0,745
45-54,7,6,M,F,0,647
55-64,7,6,M,F,0,463
65-74,7,6,M,F,0,238
75-84,7,6,M,F,0,108
85-102,7,6,M,F,0,27
15-17,8,1,M,F,0,35904
18-19,8,1,M,F,0,24962
20-24,8,1,M,F,0,63720
25-29,8,1,M,F,1,62531
30-34,8,1,M,F,3,61353
35-44,8,1,M,F,8,122800
45-54,8,1,M,F,0,143395
55-64,8,1,M,F,0,133531
65-74,8,1,M,F,0,88968
75-84,8,1,M,F,0,54861
85-102,8,1,M,F,1,28653
15-17,8,2,M,F,0,4175
18-19,8,2,M,F,0,3038
20-24,8,2,M,F,0,7621
25-29,8,2,M,F,0,6717
30-34,8,2,M,F,0,6531
35-44,8,2,M,F,0,12543
45-54,8,2,M,F,0,13165
55-64,8,2,M,F,0,10535
65-74,8,2,M,F,0,5768
75-84,8,2,M,F,0,3112
85-102,8,2,M,F,0,1362
15-17,8,3,M,F,0,372
18-19,8,3,M,F,0,261
20-24,8,3,M,F,0,638
25-29,8,3,M,F,0,564
30-34,8,3,M,F,0,537
35-44,8,3,M,F,0,1035
45-54,8,3,M,F,0,1078
55-64,8,3,M,F,0,853
65-74,8,3,M,F,0,438
75-84,8,3,M,F,0,197
85-102,8,3,M,F,0,68
15-17,8,4,M,F,0,2763
18-19,8,4,M,F,0,2088
20-24,8,4,M,F,0,5897
25-29,8,4,M,F,0,6913
30-34,8,4,M,F,0,7266
35-44,8,4,M,F,0,14174
45-54,8,4,M,F,0,11839
55-64,8,4,M,F,0,9614
65-74,8,4,M,F,0,5436
75-84,8,4,M,F,0,2824
85-102,8,4,M,F,0,1129
15-17,8,6,M,F,0,93
18-19,8,6,M,F,0,71
20-24,8,6,M,F,0,180
25-29,8,6,M,F,0,187
30-34,8,6,M,F,0,169
35-44,8,6,M,F,0,286
45-54,8,6,M,F,0,248
55-64,8,6,M,F,0,178
65-74,8,6,M,F,0,91
75-84,8,6,M,F,0,41
85-102,8,6,M,F,0,10
15-17,9,1,M,F,0,141441
18-19,9,1,M,F,0,98334
20-24,9,1,M,F,0,251019
25-29,9,1,M,F,3,246337
30-34,9,1,M,F,1,241705
35-44,9,1,M,F,7,483782
45-54,9,1,M,F,0,564891
55-64,9,1,M,F,0,526030
65-74,9,1,M,F,0,350479
75-84,9,1,M,F,0,216119
85-102,9,1,M,F,0,112881
15-17,9,2,M,F,0,16448
18-19,9,2,M,F,0,11969
20-24,9,2,M,F,0,30023
25-29,9,2,M,F,0,26462
30-34,9,2,M,F,0,25729
35-44,9,2,M,F,0,49410
45-54,9,2,M,F,0,51864
55-64,9,2,M,F,0,41501
65-74,9,2,M,F,0,22723
75-84,9,2,M,F,0,12258
85-102,9,2,M,F,0,5367
15-17,9,3,M,F,0,1467
18-19,9,3,M,F,0,1029
20-24,9,3,M,F,0,2515
25-29,9,3,M,F,0,2221
30-34,9,3,M,F,0,2115
35-44,9,3,M,F,0,4078
45-54,9,3,M,F,0,4246
55-64,9,3,M,F,0,3361
65-74,9,3,M,F,0,1725
75-84,9,3,M,F,0,774
85-102,9,3,M,F,0,268
15-17,9,4,M,F,0,10886
18-19,9,4,M,F,0,8225
20-24,9,4,M,F,0,23231
25-29,9,4,M,F,0,27234
30-34,9,4,M,F,0,28625
35-44,9,4,M,F,0,55836
45-54,9,4,M,F,0,46638
55-64,9,4,M,F,0,37874
65-74,9,4,M,F,0,21415
75-84,9,4,M,F,0,11125
85-102,9,4,M,F,0,4449
15-17,9,6,M,F,0,364
18-19,9,6,M,F,0,278
20-24,9,6,M,F,0,709
25-29,9,6,M,F,0,737
30-34,9,6,M,F,0,664
35-44,9,6,M,F,0,1126
45-54,9,6,M,F,0,979
55-64,9,6,M,F,0,700
65-74,9,6,M,F,0,359
75-84,9,6,M,F,0,163
85-102,9,6,M,F,0,40
15-17,1,1,S,F,9,25945
18-19,1,1,S,F,1,18043
20-24,1,1,S,F,3,46058
25-29,1,1,S,F,4,45198
30-34,1,1,S,F,4,44348
35-44,1,1,S,F,6,88767
45-54,1,1,S,F,0,103654
55-64,1,1,S,F,0,96524
65-74,1,1,S,F,0,64311
75-84,1,1,S,F,0,39657
85-102,1,1,S,F,0,20713
15-17,1,2,S,F,0,10861
18-19,1,2,S,F,0,7904
20-24,1,2,S,F,0,19826
25-29,1,2,S,F,0,17474
30-34,1,2,S,F,0,16990
35-44,1,2,S,F,0,32629
45-54,1,2,S,F,0,34249
55-64,1,2,S,F,0,27406
65-74,1,2,S,F,0,15006
75-84,1,2,S,F,0,8095
85-102,1,2,S,F,0,3544
15-17,1,3,S,F,2,562
18-19,1,3,S,F,0,395
20-24,1,3,S,F,0,967
25-29,1,3,S,F,0,854
30-34,1,3,S,F,0,813
35-44,1,3,S,F,0,1568
45-54,1,3,S,F,0,1633
55-64,1,3,S,F,0,1292
65-74,1,3,S,F,0,663
75-84,1,3,S,F,0,298
85-102,1,3,S,F,0,103
15-17,1,4,S,F,0,1855
18-19,1,4,S,F,0,1402
20-24,1,4,S,F,0,3959
25-29,1,4,S,F,0,4641
30-34,1,4,S,F,0,4878
35-44,1,4,S,F,0,9515
45-54,1,4,S,F,0,7948
55-64,1,4,S,F,0,6454
65-74,1,4,S,F,0,3649
75-84,1,4,S,F,0,1896
85-102,1,4,S,F,0,758
15-17,1,6,S,F,0,105
18-19,1,6,S,F,0,80
20-24,1,6,S,F,0,204
25-29,1,6,S,F,0,212
30-34,1,6,S,F,0,191
35-44,1,6,S,F,0,324
45-54,1,6,S,F,0,281
55-64,1,6,S,F,0,201
65-74,1,6,S,F,0,103
75-84,1,6,S,F,0,47
85-102,1,6,S,F,0,12
15-17,2,1,S,F,167,39040
18-19,2,1,S,F,34,27224
20-24,2,1,S,F,38,69543
25-29,2,1,S,F,24,68260
30-34,2,1,S,F,22,66977
35-44,2,1,S,F,37,134067
45-54,2,1,S,F,0,156584
55-64,2,1,S,F,0,145812
65-74,2,1,S,F,0,97151
75-84,2,1,S,F,0,59907
85-102,2,1,S,F,1,31289
15-17,2,2,S,F,17,16391
18-19,2,2,S,F,7,11933
20-24,2,2,S,F,6,29944
25-29,2,2,S,F,4,26393
30-34,2,2,S,F,3,25663
35-44,2,2,S,F,0,49290
45-54,2,2,S,F,0,51738
55-64,2,2,S,F,0,41401
65-74,2,2,S,F,0,22668
75-84,2,2,S,F,0,12229
85-102,2,2,S,F,0,5354
15-17,2,3,S,F,11,841
18-19,2,3,S,F,4,593
20-24,2,3,S,F,5,1456
25-29,2,3,S,F,2,1288
30-34,2,3,S,F,6,1223
35-44,2,3,S,F,0,2369
45-54,2,3,S,F,0,2467
55-64,2,3,S,F,0,1952
65-74,2,3,S,F,0,1002
75-84,2,3,S,F,0,450
85-102,2,3,S,F,0,156
15-17,2,4,S,F,9,2793
18-19,2,4,S,F,3,2114
20-24,2,4,S,F,0,5981
25-29,2,4,S,F,0,7011
30-34,2,4,S,F,1,7368
35-44,2,4,S,F,0,14374
45-54,2,4,S,F,0,12006
55-64,2,4,S,F,0,9750
65-74,2,4,S,F,0,5513
75-84,2,4,S,F,0,2864
85-102,2,4,S,F,0,1145
15-17,2,6,S,F,2,156
18-19,2,6,S,F,0,121
20-24,2,6,S,F,0,308
25-29,2,6,S,F,0,320
30-34,2,6,S,F,1,287
35-44,2,6,S,F,0,489
45-54,2,6,S,F,0,425
55-64,2,6,S,F,0,304
65-74,2,6,S,F,0,156
75-84,2,6,S,F,0,71
85-102,2,6,S,F,0,18
15-17,3,1,S,F,6,164551
18-19,3,1,S,F,47,114358
20-24,3,1,S,F,124,291920
25-29,3,1,S,F,100,286500
30-34,3,1,S,F,68,281141
35-44,3,1,S,F,92,562765
45-54,3,1,S,F,0,657213
55-64,3,1,S,F,0,612001
65-74,3,1,S,F,0,407759
75-84,3,1,S,F,0,251440
85-102,3,1,S,F,0,131330
15-17,3,2,S,F,1,68865
18-19,3,2,S,F,6,50107
20-24,3,2,S,F,15,125690
25-29,3,2,S,F,11,110784
30-34,3,2,S,F,6,107720
35-44,3,2,S,F,5,206874
45-54,3,2,S,F,0,217153
55-64,3,2,S,F,0,173767
65-74,3,2,S,F,0,95142
75-84,3,2,S,F,0,51326
85-102,3,2,S,F,0,22471
15-17,3,3,S,F,1,3575
18-19,3,3,S,F,1,2507
20-24,3,3,S,F,4,6128
25-29,3,3,S,F,4,5411
30-34,3,3,S,F,3,5153
35-44,3,3,S,F,0,9942
45-54,3,3,S,F,0,10353
55-64,3,3,S,F,0,8194
65-74,3,3,S,F,0,4206
75-84,3,3,S,F,0,1888
85-102,3,3,S,F,0,653
15-17,3,4,S,F,0,11762
18-19,3,4,S,F,4,8883
20-24,3,4,S,F,2,25099
25-29,3,4,S,F,4,29422
30-34,3,4,S,F,1,30928
35-44,3,4,S,F,0,60331
45-54,3,4,S,F,0,50392
55-64,3,4,S,F,0,40922
65-74,3,4,S,F,0,23139
75-84,3,4,S,F,0,12021
85-102,3,4,S,F,0,4807
15-17,3,6,S,F,0,664
18-19,3,6,S,F,1,506
20-24,3,6,S,F,2,1290
25-29,3,6,S,F,0,1343
30-34,3,6,S,F,0,1210
35-44,3,6,S,F,0,2052
45-54,3,6,S,F,0,1783
55-64,3,6,S,F,0,1276
65-74,3,6,S,F,0,655
75-84,3,6,S,F,0,297
85-102,3,6,S,F,0,74
15-17,4,1,S,F,2,91664
18-19,4,1,S,F,36,63693
20-24,4,1,S,F,136,162546
25-29,4,1,S,F,82,159568
30-34,4,1,S,F,66,156581
35-44,4,1,S,F,63,313475
45-54,4,1,S,F,0,366099
55-64,4,1,S,F,0,340913
65-74,4,1,S,F,0,227141
75-84,4,1,S,F,0,140064
85-102,4,1,S,F,0,73157
15-17,4,2,S,F,0,38362
18-19,4,2,S,F,4,27911
20-24,4,2,S,F,21,70002
25-29,4,2,S,F,11,61707
30-34,4,2,S,F,1,60007
35-44,4,2,S,F,1,115240
45-54,4,2,S,F,0,120964
55-64,4,2,S,F,0,96796
65-74,4,2,S,F,0,52998
75-84,4,2,S,F,0,28591
85-102,4,2,S,F,0,12518
15-17,4,3,S,F,0,1992
18-19,4,3,S,F,3,1394
20-24,4,3,S,F,3,3413
25-29,4,3,S,F,1,3016
30-34,4,3,S,F,0,2872
35-44,4,3,S,F,0,5538
45-54,4,3,S,F,0,5767
55-64,4,3,S,F,0,4564
65-74,4,3,S,F,0,2343
75-84,4,3,S,F,0,1052
85-102,4,3,S,F,0,364
15-17,4,4,S,F,0,6552
18-19,4,4,S,F,5,4946
20-24,4,4,S,F,8,13975
25-29,4,4,S,F,5,16387
30-34,4,4,S,F,2,17227
35-44,4,4,S,F,1,33606
45-54,4,4,S,F,0,28071
55-64,4,4,S,F,0,22796
65-74,4,4,S,F,0,12890
75-84,4,4,S,F,0,6696
85-102,4,4,S,F,0,2678
15-17,4,6,S,F,0,370
18-19,4,6,S,F,0,282
20-24,4,6,S,F,6,714
25-29,4,6,S,F,0,748
30-34,4,6,S,F,0,674
35-44,4,6,S,F,0,1143
45-54,4,6,S,F,0,993
55-64,4,6,S,F,0,711
65-74,4,6,S,F,0,365
75-84,4,6,S,F,0,165
85-102,4,6,S,F,0,41
15-17,5,1,S,F,0,54668
18-19,5,1,S,F,0,38007
20-24,5,1,S,F,34,96987
25-29,5,1,S,F,28,95185
30-34,5,1,S,F,21,93401
35-44,5,1,S,F,26,186963
45-54,5,1,S,F,0,218336
55-64,5,1,S,F,0,203316
65-74,5,1,S,F,0,135463
75-84,5,1,S,F,0,83532
85-102,5,1,S,F,0,43630
15-17,5,2,S,F,0,22878
18-19,5,2,S,F,0,16648
20-24,5,2,S,F,3,41758
25-29,5,2,S,F,2,36806
30-34,5,2,S,F,2,35786
35-44,5,2,S,F,0,68728
45-54,5,2,S,F,0,72141
55-64,5,2,S,F,0,57728
65-74,5,2,S,F,0,31607
75-84,5,2,S,F,0,17051
85-102,5,2,S,F,0,7465
15-17,5,3,S,F,0,1188
18-19,5,3,S,F,0,833
20-24,5,3,S,F,1,2036
25-29,5,3,S,F,1,1798
30-34,5,3,S,F,0,1713
35-44,5,3,S,F,0,3303
45-54,5,3,S,F,0,3439
55-64,5,3,S,F,0,2722
65-74,5,3,S,F,0,1397
75-84,5,3,S,F,0,627
85-102,5,3,S,F,0,217
15-17,5,4,S,F,0,3908
18-19,5,4,S,F,0,2953
20-24,5,4,S,F,1,8338
25-29,5,4,S,F,2,9774
30-34,5,4,S,F,0,10275
35-44,5,4,S,F,1,20042
45-54,5,4,S,F,0,16741
55-64,5,4,S,F,0,13595
65-74,5,4,S,F,0,7687
75-84,5,4,S,F,0,3994
85-102,5,4,S,F,0,1597
15-17,5,6,S,F,0,221
18-19,5,6,S,F,1,167
20-24,5,6,S,F,2,427
25-29,5,6,S,F,3,443
30-34,5,6,S,F,0,402
35-44,5,6,S,F,1,681
45-54,5,6,S,F,0,593
55-64,5,6,S,F,0,424
65-74,5,6,S,F,0,217
75-84,5,6,S,F,0,99
85-102,5,6,S,F,0,25
15-17,6,1,S,F,0,82279
18-19,6,1,S,F,0,57203
20-24,6,1,S,F,31,145991
25-29,6,1,S,F,61,143239
30-34,6,1,S,F,49,140555
35-44,6,1,S,F,62,281367
45-54,6,1,S,F,0,328607
55-64,6,1,S,F,0,306001
65-74,6,1,S,F,0,203879
75-84,6,1,S,F,0,125720
85-102,6,1,S,F,0,65665
15-17,6,2,S,F,0,34433
18-19,6,2,S,F,0,25056
20-24,6,2,S,F,3,62849
25-29,6,2,S,F,6,55391
30-34,6,2,S,F,5,53858
35-44,6,2,S,F,1,103439
45-54,6,2,S,F,0,108576
55-64,6,2,S,F,0,86883
65-74,6,2,S,F,0,47571
75-84,6,2,S,F,0,25663
85-102,6,2,S,F,0,11236
15-17,6,3,S,F,0,1788
18-19,6,3,S,F,0,1254
20-24,6,3,S,F,0,3066
25-29,6,3,S,F,0,2708
30-34,6,3,S,F,0,2578
35-44,6,3,S,F,0,4971
45-54,6,3,S,F,0,5176
55-64,6,3,S,F,0,4097
65-74,6,3,S,F,0,2103
75-84,6,3,S,F,0,944
85-102,6,3,S,F,0,326
15-17,6,4,S,F,0,5881
18-19,6,4,S,F,0,4444
20-24,6,4,S,F,2,12549
25-29,6,4,S,F,8,14705
30-34,6,4,S,F,9,15456
35-44,6,4,S,F,2,30163
45-54,6,4,S,F,0,25196
55-64,6,4,S,F,0,20461
65-74,6,4,S,F,0,11570
75-84,6,4,S,F,0,6010
85-102,6,4,S,F,0,2403
15-17,6,6,S,F,0,332
18-19,6,6,S,F,0,253
20-24,6,6,S,F,1,645
25-29,6,6,S,F,0,672
30-34,6,6,S,F,0,605
35-44,6,6,S,F,0,1026
45-54,6,6,S,F,0,892
55-64,6,6,S,F,0,638
65-74,6,6,S,F,0,327
75-84,6,6,S,F,0,149
85-102,6,6,S,F,0,37
15-17,7,1,S,F,0,47490
18-19,7,1,S,F,0,33016
21-24,7,1,S,F,2,84279
25-29,7,1,S,F,11,82699
30-34,7,1,S,F,13,81141
35-44,7,1,S,F,23,162412
45-54,7,1,S,F,0,189666
55-64,7,1,S,F,0,176618
65-74,7,1,S,F,0,117675
75-84,7,1,S,F,0,72563
85-102,7,1,S,F,0,37901
15-17,7,2,S,F,0,19874
18-19,7,2,S,F,0,14462
20-24,7,2,S,F,0,36277
25-29,7,2,S,F,0,31974
30-34,7,2,S,F,3,31086
35-44,7,2,S,F,0,59703
45-54,7,2,S,F,0,62668
55-64,7,2,S,F,0,50147
65-74,7,2,S,F,0,27457
75-84,7,2,S,F,0,14812
85-102,7,2,S,F,1,6484
15-17,7,3,S,F,0,1032
18-19,7,3,S,F,0,724
20-24,7,3,S,F,0,1770
25-29,7,3,S,F,0,1563
30-34,7,3,S,F,0,1488
35-44,7,3,S,F,0,2869
45-54,7,3,S,F,0,2988
55-64,7,3,S,F,0,2365
65-74,7,3,S,F,0,1214
75-84,7,3,S,F,0,545
85-102,7,3,S,F,0,188
15-17,7,4,S,F,0,3394
18-19,7,4,S,F,0,2565
20-24,7,4,S,F,0,7244
25-29,7,4,S,F,0,8492
30-34,7,4,S,F,4,8922
35-44,7,4,S,F,0,17411
45-54,7,4,S,F,0,14543
55-64,7,4,S,F,0,11810
65-74,7,4,S,F,0,6678
75-84,7,4,S,F,0,3469
85-102,7,4,S,F,0,1387
15-17,7,6,S,F,0,192
18-19,7,6,S,F,0,146
20-24,7,6,S,F,0,373
25-29,7,6,S,F,0,388
30-34,7,6,S,F,1,348
35-44,7,6,S,F,0,592
45-54,7,6,S,F,0,515
55-64,7,6,S,F,0,368
65-74,7,6,S,F,0,189
75-84,7,6,S,F,0,86
85-102,7,6,S,F,0,21
15-17,8,1,S,F,0,18223
18-19,8,1,S,F,0,12669
20-24,8,1,S,F,0,32340
25-29,8,1,S,F,5,31733
30-34,8,1,S,F,2,31139
35-44,8,1,S,F,5,62325
45-54,8,1,S,F,0,72779
55-64,8,1,S,F,0,67772
65-74,8,1,S,F,0,45154
75-84,8,1,S,F,0,27844
85-102,8,1,S,F,0,14543
15-17,8,2,S,F,0,7626
18-19,8,2,S,F,0,5549
20-24,8,2,S,F,0,13920
25-29,8,2,S,F,1,12268
30-34,8,2,S,F,0,11929
35-44,8,2,S,F,1,22908
45-54,8,2,S,F,0,24047
55-64,8,2,S,F,0,19243
65-74,8,2,S,F,0,10536
75-84,8,2,S,F,0,5684
85-102,8,2,S,F,0,2488
15-17,8,3,S,F,0,396
18-19,8,3,S,F,0,278
20-24,8,3,S,F,0,679
25-29,8,3,S,F,0,600
30-34,8,3,S,F,0,571
35-44,8,3,S,F,0,1101
45-54,8,3,S,F,0,1146
55-64,8,3,S,F,0,907
65-74,8,3,S,F,0,466
75-84,8,3,S,F,0,209
85-102,8,3,S,F,0,72
15-17,8,4,S,F,0,1303
18-19,8,4,S,F,0,984
20-24,8,4,S,F,0,2780
25-29,8,4,S,F,0,3259
30-34,8,4,S,F,3,3422
35-44,8,4,S,F,0,6681
45-54,8,4,S,F,0,5580
55-64,8,4,S,F,0,4532
65-74,8,4,S,F,0,2562
75-84,8,4,S,F,0,1331
85-102,8,4,S,F,0,532
15-17,8,6,S,F,0,74
18-19,8,6,S,F,0,56
20-24,8,6,S,F,0,143
25-29,8,6,S,F,0,149
30-34,8,6,S,F,0,134
35-44,8,6,S,F,0,227
45-54,8,6,S,F,0,198
55-64,8,6,S,F,0,141
65-74,8,6,S,F,0,72
75-84,8,6,S,F,0,33
85-102,8,6,S,F,0,8
15-17,9,1,S,F,0,71787
18-19,9,1,S,F,1,49907
20-24,9,1,S,F,2,127400
25-29,9,1,S,F,7,125020
30-34,9,1,S,F,1,122674
35-44,9,1,S,F,2,245540
45-54,9,1,S,F,0,286704
55-64,9,1,S,F,0,266980
65-74,9,1,S,F,0,177881
75-84,9,1,S,F,0,109688
85-102,9,1,S,F,0,57292
15-17,9,2,S,F,1,30041
18-19,9,2,S,F,0,21861
20-24,9,2,S,F,0,54838
25-29,9,2,S,F,1,48332
30-34,9,2,S,F,0,46994
35-44,9,2,S,F,1,90248
45-54,9,2,S,F,0,94731
55-64,9,2,S,F,0,75804
65-74,9,2,S,F,0,41505
75-84,9,2,S,F,0,22391
85-102,9,2,S,F,0,9803
15-17,9,3,S,F,0,1560
18-19,9,3,S,F,0,1094
20-24,9,3,S,F,0,2675
25-29,9,3,S,F,0,2362
30-34,9,3,S,F,0,2249
35-44,9,3,S,F,0,4337
45-54,9,3,S,F,0,4516
55-64,9,3,S,F,0,3574
65-74,9,3,S,F,0,1835
75-84,9,3,S,F,0,823
85-102,9,3,S,F,0,285
15-17,9,4,S,F,1,5130
18-19,9,4,S,F,0,3877
20-24,9,4,S,F,0,10950
25-29,9,4,S,F,0,12837
30-34,9,4,S,F,0,13493
35-44,9,4,S,F,0,26319
45-54,9,4,S,F,0,21983
55-64,9,4,S,F,0,17852
65-74,9,4,S,F,0,10094
75-84,9,4,S,F,0,5244
85-102,9,4,S,F,0,2097
15-17,9,6,S,F,0,290
18-19,9,6,S,F,0,221
20-24,9,6,S,F,1,562
25-29,9,6,S,F,0,586
30-34,9,6,S,F,0,528
35-44,9,6,S,F,0,895
45-54,9,6,S,F,0,778
55-64,9,6,S,F,0,557
65-74,9,6,S,F,0,286
75-84,9,6,S,F,0,130
85-102,9,6,S,F,0,32
15-17,1,1,W,F,0,9987
18-19,1,1,W,F,0,6944
20-24,1,1,W,F,0,17725
25-29,1,1,W,F,0,17395
30-34,1,1,W,F,0,17067
35-44,1,1,W,F,0,34162
45-54,1,1,W,F,0,39888
55-64,1,1,W,F,0,37144
65-74,1,1,W,F,0,24748
75-84,1,1,W,F,0,15261
85-102,1,1,W,F,0,7971
15-17,1,2,W,F,0,1979
18-19,1,2,W,F,0,1440
20-24,1,2,W,F,0,3612
25-29,1,2,W,F,0,3184
30-34,1,2,W,F,0,3096
35-44,1,2,W,F,0,5945
45-54,1,2,W,F,0,6240
55-64,1,2,W,F,0,4993
65-74,1,2,W,F,0,2734
75-84,1,2,W,F,0,1475
85-102,1,2,W,F,1,645
15-17,1,3,W,F,0,107
18-19,1,3,W,F,0,75
20-24,1,3,W,F,0,184
25-29,1,3,W,F,0,163
30-34,1,3,W,F,0,155
35-44,1,3,W,F,0,299
45-54,1,3,W,F,0,311
55-64,1,3,W,F,0,246
65-74,1,3,W,F,0,126
75-84,1,3,W,F,0,57
85-102,1,3,W,F,0,20
15-17,1,4,W,F,0,481
18-19,1,4,W,F,0,363
20-24,1,4,W,F,0,1026
25-29,1,4,W,F,0,1202
30-34,1,4,W,F,0,1264
35-44,1,4,W,F,0,2465
45-54,1,4,W,F,0,2059
55-64,1,4,W,F,0,1672
65-74,1,4,W,F,0,946
75-84,1,4,W,F,0,491
85-102,1,4,W,F,1,195
15-17,1,6,W,F,0,19
18-19,1,6,W,F,0,14
20-24,1,6,W,F,0,37
25-29,1,6,W,F,0,38
30-34,1,6,W,F,0,35
35-44,1,6,W,F,0,59
45-54,1,6,W,F,0,51
55-64,1,6,W,F,0,36
65-74,1,6,W,F,0,19
75-84,1,6,W,F,0,8
85-102,1,6,W,F,0,2
15-17,2,1,W,F,0,15087
18-19,2,1,W,F,1,10488
20-24,2,1,W,F,0,26776
25-29,2,1,W,F,0,26277
30-34,2,1,W,F,0,25783
35-44,2,1,W,F,2,51604
45-54,2,1,W,F,0,60257
55-64,2,1,W,F,0,56112
65-74,2,1,W,F,0,37385
75-84,2,1,W,F,0,23053
85-102,2,1,W,F,0,12041
15-17,2,2,W,F,0,2989
18-19,2,2,W,F,0,2175
20-24,2,2,W,F,0,5457
25-29,2,2,W,F,0,4810
30-34,2,2,W,F,0,4676
35-44,2,2,W,F,0,8981
45-54,2,2,W,F,0,9427
55-64,2,2,W,F,0,7543
65-74,2,2,W,F,0,4130
75-84,2,2,W,F,0,2228
85-102,2,2,W,F,0,975
15-17,2,3,W,F,0,162
18-19,2,3,W,F,0,114
20-24,2,3,W,F,0,278
25-29,2,3,W,F,0,246
30-34,2,3,W,F,0,234
35-44,2,3,W,F,0,451
45-54,2,3,W,F,0,470
55-64,2,3,W,F,0,372
65-74,2,3,W,F,0,191
75-84,2,3,W,F,0,86
85-102,2,3,W,F,0,30
15-17,2,4,W,F,0,726
18-19,2,4,W,F,0,549
20-24,2,4,W,F,0,1549
25-29,2,4,W,F,0,1816
30-34,2,4,W,F,0,1909
35-44,2,4,W,F,0,3724
45-54,2,4,W,F,0,3111
55-64,2,4,W,F,0,2526
65-74,2,4,W,F,0,1428
75-84,2,4,W,F,0,742
85-102,2,4,W,F,2,295
15-17,2,6,W,F,0,29
18-19,2,6,W,F,0,22
20-24,2,6,W,F,0,56
25-29,2,6,W,F,0,58
30-34,2,6,W,F,0,52
35-44,2,6,W,F,0,88
45-54,2,6,W,F,0,77
55-64,2,6,W,F,0,55
65-74,2,6,W,F,0,28
75-84,2,6,W,F,0,13
85-102,2,6,W,F,0,3
15-17,3,1,W,F,0,63325
18-19,3,1,W,F,0,44025
20-24,3,1,W,F,2,112382
25-29,3,1,W,F,2,110288
30-34,3,1,W,F,1,108214
35-44,3,1,W,F,9,216590
45-54,3,1,W,F,0,252909
55-64,3,1,W,F,0,235510
65-74,3,1,W,F,0,156914
75-84,3,1,W,F,0,96759
85-102,3,1,W,F,0,50538
15-17,3,2,W,F,0,12547
18-19,3,2,W,F,0,9131
20-24,3,2,W,F,0,22903
25-29,3,2,W,F,0,20187
30-34,3,2,W,F,0,19628
35-44,3,2,W,F,0,37694
45-54,3,2,W,F,0,39565
55-64,3,2,W,F,0,31660
65-74,3,2,W,F,0,17335
75-84,3,2,W,F,0,9352
85-102,3,2,W,F,0,4094
15-17,3,3,W,F,0,681
18-19,3,3,W,F,0,478
20-24,3,3,W,F,0,1168
25-29,3,3,W,F,0,1031
30-34,3,3,W,F,1,981
35-44,3,3,W,F,0,1894
45-54,3,3,W,F,0,1972
55-64,3,3,W,F,0,1561
65-74,3,3,W,F,0,801
75-84,3,3,W,F,0,360
85-102,3,3,W,F,0,124
15-17,3,4,W,F,0,3047
18-19,3,4,W,F,0,2303
20-24,3,4,W,F,0,6503
25-29,3,4,W,F,0,7624
30-34,3,4,W,F,0,8013
35-44,3,4,W,F,0,15631
45-54,3,4,W,F,0,13056
55-64,3,4,W,F,0,10602
65-74,3,4,W,F,0,5995
75-84,3,4,W,F,0,3114
85-102,3,4,W,F,0,1245
15-17,3,6,W,F,0,120
18-19,3,6,W,F,0,92
20-24,3,6,W,F,0,234
25-29,3,6,W,F,0,243
30-34,3,6,W,F,0,219
35-44,3,6,W,F,0,371
45-54,3,6,W,F,0,323
55-64,3,6,W,F,0,231
65-74,3,6,W,F,0,118
75-84,3,6,W,F,0,54
85-102,3,6,W,F,0,13
15-17,4,1,W,F,1,35274
18-19,4,1,W,F,1,24523
20-24,4,1,W,F,1,62602
25-29,4,1,W,F,1,61435
30-34,4,1,W,F,1,60280
35-44,4,1,W,F,0,120656
45-54,4,1,W,F,0,140882
55-64,4,1,W,F,0,131190
65-74,4,1,W,F,0,87408
75-84,4,1,W,F,0,53899
85-102,4,1,W,F,0,28152
15-17,4,2,W,F,0,6989
18-19,4,2,W,F,0,5086
20-24,4,2,W,F,0,12758
25-29,4,2,W,F,0,11245
30-34,4,2,W,F,0,10934
35-44,4,2,W,F,0,20997
45-54,4,2,W,F,0,22040
55-64,4,2,W,F,0,17636
65-74,4,2,W,F,0,9656
75-84,4,2,W,F,0,5209
85-102,4,2,W,F,0,2281
15-17,4,3,W,F,0,379
